Athens Greece Baghdad Iraq
low lower bad worse
low lower big bigger
low lower bright brighter
low lower cheap cheaper
low lower cold colder
low lower cool cooler
low lower deep deeper
low lower easy easier
low lower fast faster
low lower good better
low lower great greater
low lower hard harder
low lower heavy heavier
low lower high higher
low lower hot hotter
low lower large larger
low lower long longer
low lower loud louder
new newer old older
new newer quick quicker
new newer safe safer
new newer sharp sharper
new newer short shorter
new newer simple simpler
new newer slow slower
new newer small smaller
new newer smart smarter
new newer strong stronger
new newer tall taller
new newer tight tighter
new newer tough tougher
new newer warm warmer
new newer weak weaker
new newer wide wider
new newer young younger
new newer bad worse
new newer big bigger
new newer bright brighter
new newer cheap cheaper
new newer cold colder
new newer cool cooler
new newer deep deeper
new newer easy easier
new newer fast faster
new newer good better
new newer great greater
new newer hard harder
new newer heavy heavier
new newer high higher
new newer hot hotter
new newer large larger
new newer long longer
new newer loud louder
new newer low lower
old older quick quicker
old older safe safer
old older sharp sharper
old older short shorter
old older simple simpler
old older slow slower
old older small smaller
old older smart smarter
old older strong stronger
old older tall taller
old older tight tighter
old older tough tougher
old older warm warmer
old older weak weaker
old older wide wider
old older young younger
old older bad worse
old older big bigger
old older bright brighter
old older cheap cheaper
old older cold colder
old older cool cooler
old older deep deeper
old older easy easier
old older fast faster
old older good better
old older great greater
old older hard harder
old older heavy heavier
old older high higher
old older hot hotter
old older large larger
old older long longer
old older loud louder
old older low lower
old older new newer
quick quicker safe safer
quick quicker sharp sharper
quick quicker short shorter
quick quicker simple simpler
quick quicker slow slower
quick quicker small smaller
quick quicker smart smarter
quick quicker strong stronger
quick quicker tall taller
quick quicker tight tighter
quick quicker tough tougher
quick quicker warm warmer
quick quicker weak weaker
quick quicker wide wider
quick quicker young younger
quick quicker bad worse
quick quicker big bigger
quick quicker bright brighter
quick quicker cheap cheaper
quick quicker cold colder
quick quicker cool cooler
quick quicker deep deeper
quick quicker easy easier
quick quicker fast faster
quick quicker good better
quick quicker great greater
quick quicker hard harder
quick quicker heavy heavier
quick quicker high higher
quick quicker hot hotter
quick quicker large larger
quick quicker long longer
quick quicker loud louder
quick quicker low lower
quick quicker new newer
quick quicker old older
safe safer sharp sharper
safe safer short shorter
safe safer simple simpler
safe safer slow slower
safe safer small smaller
safe safer smart smarter
safe safer strong stronger
safe safer tall taller
safe safer tight tighter
safe safer tough tougher
safe safer warm warmer
safe safer weak weaker
safe safer wide wider
safe safer young younger
safe safer bad worse
safe safer big bigger
safe safer bright brighter
safe safer cheap cheaper
safe safer cold colder
safe safer cool cooler
safe safer deep deeper
safe safer easy easier
safe safer fast faster
safe safer good better
safe safer great greater
safe safer hard harder
safe safer heavy heavier
safe safer high higher
safe safer hot hotter
safe safer large larger
safe safer long longer
safe safer loud louder
safe safer low lower
safe safer new newer
safe safer old older
safe safer quick quicker
sharp sharper short shorter
sharp sharper simple simpler
sharp sharper slow slower
sharp sharper small smaller
sharp sharper smart smarter
sharp sharper strong stronger
sharp sharper tall taller
sharp sharper tight tighter
sharp sharper tough tougher
sharp sharper warm warmer
sharp sharper weak weaker
sharp sharper wide wider
sharp sharper young younger
sharp sharper bad worse
sharp sharper big bigger
sharp sharper bright brighter
sharp sharper cheap cheaper
sharp sharper cold colder
sharp sharper cool cooler
sharp sharper deep deeper
sharp sharper easy easier
sharp sharper fast faster
sharp sharper good better
sharp sharper great greater
sharp sharper hard harder
sharp sharper heavy heavier
sharp sharper high higher
sharp sharper hot hotter
sharp sharper large larger
sharp sharper long longer
sharp sharper loud louder
sharp sharper low lower
sharp sharper new newer
sharp sharper old older
sharp sharper quick quicker
sharp sharper safe safer
short shorter simple simpler
short shorter slow slower
short shorter small smaller
short shorter smart smarter
short shorter strong stronger
short shorter tall taller
short shorter tight tighter
short shorter tough tougher
short shorter warm warmer
short shorter weak weaker
short shorter wide wider
short shorter young younger
short shorter bad worse
short shorter big bigger
short shorter bright brighter
short shorter cheap cheaper
short shorter cold colder
short shorter cool cooler
short shorter deep deeper
short shorter easy easier
short shorter fast faster
short shorter good better
short shorter great greater
short shorter hard harder
short shorter heavy heavier
short shorter high higher
short shorter hot hotter
short shorter large larger
short shorter long longer
short shorter loud louder
